,title,year,rating,mpaa,Action,Animation,Comedy,Drama,Documentary,Romance,Short
15525,"Eddie Cantor Story, The",1953,5.2,,0,0,0,1,0,0,0
15526,Eddie Duchin & His Orchestra,1933,5.3,,0,0,0,0,0,0,1
15527,Eddie Macon's Run,1983,5.3,,1,0,0,1,0,0,0
15528,Eddie Murphy Raw,1987,6.7,,0,0,1,0,0,0,0
15529,Eddie Stargazer,1999,4.9,,0,0,0,0,0,0,1
15530,Eddie and the Cruisers,1983,6.3,,0,0,0,1,0,0,0
15531,Eddie and the Cruisers II: Eddie Lives!,1989,4.7,,0,0,0,1,0,0,0
15532,"Eddy Duchin Story, The",1956,6.4,,0,0,0,1,0,0,0
15533,Eden,1996,5.7,R,0,0,0,1,0,0,0
15534,Eden,2001,4.3,,0,0,0,1,0,1,0
15535,"Eden Myth, The",1999,6.4,R,0,0,0,1,0,0,0
15536,Eden Valley,1994,8.4,,0,0,0,1,0,0,0
15537,Eden's Curve,2003,4.5,,0,0,0,1,0,1,0
15538,Edge of Darkness,1943,7.2,,0,0,0,1,0,0,0
15539,Edge of Doom,1950,6.4,,0,0,0,0,0,0,0
15540,Edge of Eternity,1959,5.8,,1,0,0,1,0,0,0
15541,Edge of Honor,1991,5,,0,0,0,1,0,0,0
15542,Edge of Madness,2002,6.4,R,0,0,0,1,0,0,0
15543,"Edge of Quarrel, The",2000,8.4,,0,0,0,0,0,0,0
15544,Edge of Sanity,1989,4.5,R,0,0,0,0,0,0,0
15545,Edge of Seventeen,1998,6.9,,0,0,1,1,0,1,0
15546,Edge of the City,1957,7,,0,0,0,1,0,0,0
15547,"Edge of the World, The",1937,7.5,,0,0,0,1,0,0,0
15548,"Edge, The",1968,7,,0,0,0,1,0,0,0
15549,"Edge, The",1997,6.6,R,1,0,0,1,0,0,0
15550,Edgeplay,2004,7.2,,0,0,0,0,1,0,0
15551,Edges of the Lord,2001,7,R,0,0,0,1,0,0,0
15552,Edi,2002,8.1,,0,0,0,1,0,0,0
15553,Edin snimachen den,1969,9,,0,0,0,0,0,0,0
15554,Edipo alcalde,1996,7.2,,0,0,0,1,0,0,0
15555,Edison's Frankenstein,1990,1.5,,0,0,0,0,0,1,1
15556,"Edison, the Man",1940,7.3,,0,0,0,1,0,0,0
15557,Ediths Tagebuch,1984,7,,0,0,0,1,0,0,0
15558,Editing Is Everything,1999,3.6,,0,0,1,0,0,0,1
15559,Edmund,2004,8.7,,0,0,0,1,0,0,1
15560,Edogawa Rampo ryoki-kan: Yaneura no sanpo sha,1976,6,,0,0,0,0,0,0,0
15561,Edogawa ranpo taizen: Kyofu kikei ningen,1969,6.1,,0,0,0,0,0,0,0
15562,Edsville,1990,9.3,,0,0,1,0,0,0,1
15563,Edtv,1999,6.2,PG-13,0,0,1,0,0,0,0
15564,Educating Kascha,1989,4.7,,0,0,0,0,0,0,0
15565,Educating Rita,1983,6.9,,0,0,1,1,0,0,0
15566,Education for Death,1943,7.7,,0,1,0,1,0,0,1
15567,"Education of Allison Tate, The",1986,4.6,,0,0,0,0,0,0,0
15568,"Education of Gore Vidal, The",2003,6.3,,0,0,0,0,1,0,0
15569,"Education of Little Tree, The",1997,6.9,PG,0,0,0,1,0,0,0
15570,"Education of Sonny Carson, The",1974,6,,0,0,0,1,0,0,0
15571,Edward II,1991,7.1,,0,0,0,1,0,0,0
15572,Edward Said: The Last Interview,2004,9.4,,0,0,0,0,1,0,0
15573,Edward Scissorhands,1990,7.7,,0,0,0,1,0,1,0
15574,"Edward, My Son",1949,6.5,,0,0,0,1,0,0,0
15575,Edwurd Fudwupper Fibbed Big,2000,8.1,,0,1,1,0,0,0,1
15576,Eegah,1962,1.9,,0,0,0,0,0,0,0
15577,"Eenmaal geslagen, nooit meer bewogen",1995,6.2,,0,0,0,1,0,0,0
15578,"Efecto mariposa, El",1995,6.9,,0,0,1,0,0,1,0
15579,"Efeito Ilha, O",1994,8.2,,0,0,1,0,0,0,0
15580,"Effect of Gamma Rays on Man-in-the-Moon Marigolds, The",1972,6.9,,0,0,0,1,0,0,0
15581,Effects,1978,1,,0,0,0,0,0,0,0
15582,"Effects of Magic, The",1998,4,,0,0,0,0,0,0,0
15583,Effi Briest,1974,6.9,,0,0,0,1,0,0,0
15584,Effraction,1983,5.3,,0,0,0,0,0,0,0
15585,Effroyables jardins,2003,6.9,,0,0,0,1,0,0,0
15586,Efimeri poli,2000,6.4,,0,0,0,1,0,0,0
15587,Eftyhos trelathika,1961,6,,0,0,1,0,0,0,0
15588,Eger,2004,5,,1,0,0,0,0,0,0
15589,"Egg Collector, The",1940,5.4,,0,1,1,0,0,0,1
15590,"Egg Scramble, An",1950,6.9,,0,1,1,0,0,0,1
15591,"Egg and I, The",1947,6.9,,0,0,1,0,0,1,0
15592,Egged On,1926,8.8,,0,0,1,0,0,0,1
15593,Egghead Rides Again,1937,6.6,,0,1,1,0,0,0,1
15594,Eggs,1995,6.9,,0,0,1,1,0,0,0
15595,Egoisci,2001,5.3,,0,0,0,1,0,0,0
15596,Egomania - Insel ohne Hoffnung,1986,6.7,,0,0,0,0,0,0,0
15597,Egon Schiele - Exzesse,1981,6.4,,0,0,0,1,0,0,0
15598,Egoshooter,2004,6,,0,0,0,1,0,0,0
15599,Egreti gelin,2005,6.6,,0,0,0,0,0,0,0
15600,Egri csillagok I,1968,7.2,,0,0,0,0,0,1,0
15601,Egri csillagok II,1968,7.6,,0,0,0,0,0,1,0
15602,Egyptian Melodies,1931,7,,0,1,0,0,0,0,1
15603,"Egyptian, The",1954,5.7,,0,0,0,1,0,0,0
15604,Egzekutor,1999,5.6,,0,0,0,0,0,0,0
15605,Ehad Mishelanu,1989,7.1,,0,0,0,1,0,0,0
15606,"Ehe der Maria Braun, Die",1979,7.6,,0,0,0,1,0,0,0
15607,Ehe im Schatten,1947,7.2,,0,0,0,1,0,0,0
15608,Ei,1987,5.8,,0,0,0,0,0,0,0
15609,"Ei ist eine geschissene Gottesgabe, Das",1993,8.4,,0,0,0,0,1,0,0
15610,"Ei, Das",1993,6.9,,0,0,0,0,0,0,1
15611,Eich Hifsakti L'fahed V'lamadeti L'ehov et Arik Sharon,1997,8.2,,0,0,0,0,1,0,0
15612,Eierdiebe,2003,8.1,,0,0,1,1,0,1,0
15613,Eifersucht,1925,8.7,,0,0,0,0,0,0,0
15614,Eiffeltornet,2004,4.8,,0,0,1,1,0,0,1
15615,Eiga joyu,1987,7.3,,0,0,0,1,0,0,0
15616,"Eiger Sanction, The",1975,6.2,,1,0,0,0,0,0,0
15617,Eight,1998,7.2,,0,0,0,0,0,0,1
15618,Eight,2001,8,,0,0,0,0,0,0,1
15619,Eight Crazy Nights,2002,4.5,PG-13,0,1,1,0,0,0,0
15620,Eight Days a Week,1997,5.9,R,0,0,1,0,0,0,0
15621,Eight Iron Men,1952,6.1,,0,0,0,1,0,0,0
15622,Eight Lanes in Hamilton,2001,5.6,,0,0,0,1,0,0,0
15623,Eight Legged Freaks,2002,5.5,PG-13,1,0,1,0,0,0,0
15624,Eight Men Out,1988,7.3,,0,0,0,1,0,0,0
15625,Eight O'Clock Walk,1952,6.6,,0,0,0,1,0,0,0
15626,Eight on the Lam,1967,4.5,,0,0,1,0,0,0,0
15627,"Eighteen Jade Arhats, The",1979,5.6,,1,0,0,0,0,0,0
15628,Eighteen and Anxious,1957,4.1,,0,0,0,1,0,0,0
15629,"Eighteenth Angel, The",1998,4.6,R,1,0,0,0,0,0,0
15630,Eijanaika,1981,7.1,,0,0,0,1,0,0,0
15631,Eikosi gynaikes kai ego,1973,5.4,,0,0,1,0,0,0,0
15632,Ein Shemot Al Hadlatot,1997,6.2,,0,0,0,1,0,0,0
15633,Einai enas trelos... trelos... trelos Vengos,1965,5.5,,0,0,1,0,0,0,0
15634,Einayim G'dolot,1974,6.9,,0,0,1,0,0,0,0
15635,Einbrecher,1930,7.5,,0,0,1,0,0,0,0
15636,Eine murul,1987,8.5,,0,1,0,0,0,0,1
15637,Einer spinnt immer,1971,3,,0,0,1,0,0,0,0
15638,Einer trage des anderen Last,1988,8.8,,0,0,0,1,0,0,0
15639,Einfach nur Liebe,1994,7.8,,0,0,0,1,0,0,0
15640,Einfach so bleiben,2002,6.4,,0,0,0,0,0,0,1
15641,Einleitung zu Arnold Schoenbergs Begleitmusik zu einer Lichtspielscene,1973,5.6,,0,0,0,0,0,0,1
15642,Einmal der liebe Herrgott sein,1942,6.9,,0,0,1,0,0,0,0
15643,Eins og skepnan deyr,1986,5.1,,0,0,0,0,0,0,0
15644,"Einsamkeit der Krokodile, Die",2000,7.7,,0,0,1,1,0,0,0
15645,Einspruch III,2002,5,,0,0,0,0,0,0,1
15646,"Einsteiger, Die",1985,4.1,,0,0,1,0,0,0,0
15647,"Einstein des Sex, Der",1999,7.5,,0,0,0,1,0,0,0
15648,Einstein on the Beach: The Changing Image of Opera,1986,7.1,,0,0,0,0,1,0,0
15649,Einstein's Playground,2003,5,,0,0,0,0,0,0,1
15650,Eisenhans,1983,8.2,,0,0,0,1,0,0,0
15651,Eisenstein,2000,5.8,,0,0,0,1,0,0,0
15652,"Eiserne Gustav, Der",1958,6.2,,0,0,1,1,0,0,0
15653,Eitoman - Subete no sabishii yoru no tame ni,1992,4.3,,1,0,0,0,0,0,0
15654,Ek Aur Ek Gyarah,2003,6,,1,0,1,1,0,1,0
15655,Ek Chhotisi Love Story,2002,2.8,,0,0,0,0,0,0,0
15656,Ek Din 24 Ghante,2003,5.3,,0,0,0,0,0,0,0
15657,Ek Din Pratidin,1979,9,,0,0,0,0,0,0,0
15658,Ek Rishtaa: The Bond of Love,2001,5.4,,0,0,0,1,0,0,0
15659,"Ekdromi, I",1966,9.9,,0,0,0,1,0,1,0
15660,Ekeinos ki ekeini,1967,7.8,,0,0,0,1,0,0,0
15661,Eki Station,1981,7.6,,0,0,0,0,0,0,0
15662,Ekipazh,1980,6.4,,1,0,0,1,0,0,0
15663,Eko eko azaraku,1995,5.4,,0,0,0,0,0,0,0
15664,Eko eko azaraku II,1996,5.5,,0,0,0,0,0,0,0
15665,Eko eko azaraku III,1998,5.1,R,0,0,0,0,0,0,0
15666,Eksamen,1993,5.3,,0,0,0,1,0,0,1
15667,"Ekspres, Ekspres",1996,6.4,,0,0,0,0,0,0,0
15668,El,1953,8.3,,0,0,0,1,0,0,0
15669,El 'Che' Guevara,1968,5.1,PG-13,0,0,0,1,0,0,0
15670,El Alamein,2002,7.3,,0,0,0,1,0,0,0
15671,El Cid,1961,7.1,,0,0,0,1,0,1,0
15672,El Dorado,1966,7.5,,1,0,0,0,0,0,0
15673,El Gaucho Goofy,1943,6.1,,0,1,0,0,0,0,1
15674,El Greco,1966,6.5,,0,0,0,1,0,0,0
15675,El Paso,1949,5.3,,0,0,0,0,0,0,0
15676,"El Paso Kid, The",1946,4.8,,0,0,0,0,0,0,0
15677,El Perro Negro: Stories from the Spanish Civil War,2005,5.6,,0,0,0,0,1,0,0
15678,El Salvador: Another Vietnam,1981,6.1,,0,0,0,0,1,0,0
15679,El less wal kilab,1962,6.8,,0,0,0,0,0,0,0
15680,Ela na agapithoume darling,1984,6.1,,0,0,1,0,0,0,0
15681,Ela sto thio,1950,8,,0,0,1,0,0,0,0
15682,Elaka Rune & Sune 4 - Domedagen,2003,4.1,,0,0,1,0,0,0,0
15683,"Elastic Affair, An",1930,6.6,,0,0,1,0,0,0,1
15684,Eldorado,1921,7.6,,0,0,0,1,0,0,0
15685,Eldorado,1995,7,,0,0,0,1,0,0,0
15686,Eldra,2002,7.9,,0,0,0,1,0,0,0
15687,"Ele, o Boto",1987,6.9,,0,0,0,1,0,0,0
15688,"Eleanor Roosevelt Story, The",1965,7.5,,0,0,0,0,1,0,0
15689,Election,1999,7.4,R,0,0,1,0,0,0,0
15690,Electra,1996,3.1,R,0,0,0,0,0,0,0
15691,Electra Glide in Blue,1973,6.7,,1,0,0,0,0,0,0
15692,Electric Boogie,1983,5.5,,0,0,0,0,1,0,1
15693,Electric Dragon 80.000 V,2001,6.9,,1,0,0,0,0,0,0
15694,Electric Dreams,1984,5.8,,0,0,1,0,0,1,0
15695,Electric Earthquake,1942,7.1,,0,1,0,0,0,0,1
15696,"Electric Horseman, The",1979,5.8,,0,0,1,1,0,1,0
15697,"Electric House, The",1922,7.5,,0,0,1,0,0,0,1
15698,Electrical Power,1938,5.8,,0,0,0,0,1,0,1
15699,Electrocuting an Elephant,1903,4.3,,0,0,0,0,1,0,1
15700,Electronic Labyrinth THX 1138 4EB,1970,6.2,,0,0,0,0,0,0,1
15701,"Elefante y la bicicleta, El",1994,6.6,,0,0,1,1,0,0,0
15702,Elefantenherz,2002,8.3,,0,0,0,1,0,0,0
15703,Elefteri katadissi,1995,6.9,,0,0,0,0,0,0,0
15704,"Elegante, El",2003,8.6,,0,0,1,0,0,0,1
15705,Elegiya,1985,9,,0,0,0,0,1,0,1
15706,Elektra,2005,4.9,PG-13,1,0,0,0,0,0,0
15707,Element of Doubt,1996,6.5,,0,0,0,0,0,0,0
15708,Elementary Phrases,1994,9,,0,0,0,0,0,0,1
15709,Eleni,1985,6.3,,0,0,0,1,0,0,0
15710,Elenya,1992,5.2,,0,0,0,1,0,0,0
15711,Elephant,2003,7.3,R,0,0,0,1,0,0,0
15712,Elephant Boy,1937,6.6,,0,0,0,1,0,0,0
15713,Elephant Boy,2004,9.1,,0,0,0,1,0,0,1
15714,"Elephant Called Slowly, An",1969,4,,1,0,1,0,0,0,0
15715,Elephant Juice,1999,4.2,,0,0,0,1,0,0,0
15716,"Elephant Man, The",1980,8.2,,0,0,0,1,0,0,0
15717,Elephant Palm Tree,2004,5.8,,0,0,0,0,0,0,1
15718,Elephant Song,1994,5.8,,0,0,0,1,0,0,0
15719,Elephant Stampede,1951,5.6,,0,0,0,0,0,0,0
15720,Elephant Walk,1954,5.8,,0,0,0,1,0,0,0
15721,"Elephant's Egg, The",2004,4.6,,0,0,1,0,0,0,1
15722,Elevated,1997,6.5,,0,0,0,0,0,0,1
15723,Elevator Girls In Bondage,1972,2.4,,0,0,0,0,0,0,0
15724,Elevator Movie,2004,6.1,,0,0,0,1,0,0,0
15725,Elevator World,1999,4.9,,0,1,1,0,0,0,1
15726,Eleventh Hour,1942,6.7,,0,1,0,0,0,0,1
15727,Elf,2003,7,PG,0,0,1,0,0,0,0
15728,Eli's Lesson,1992,4.5,,0,0,0,0,0,0,0
15729,Elia Kazan: A Director's Journey,1995,7,,0,0,0,0,1,0,0
15730,Eliana em O Segredo dos Golfinhos,2005,7.4,,1,0,0,0,0,0,0
15731,"Eliana, Eliana",2002,7,,0,0,0,1,0,0,0
15732,Elimination Dance,1998,7.3,,0,0,0,0,0,0,1
15733,Eliminators,1986,3.4,,1,0,0,0,0,0,0
15734,Elina - Som om jag inte fanns,2002,7.4,,0,0,0,1,0,0,0
15735,Eline Vere,1991,5.9,,0,0,0,0,0,0,0
15736,Elippathayam,1981,3.4,,0,0,0,0,0,0,0
15737,Elisa antes del fin del mundo,1997,6.6,,0,0,0,1,0,0,0
15738,Elise,1985,4,,0,0,0,1,0,0,0
15739,Eliso,1928,7.2,,0,0,0,1,0,0,0
15740,Elite,2000,3.8,,1,0,0,0,0,0,0
15741,Elixir d'Anvers,1996,5.4,,0,0,0,1,0,0,0
15742,Eliza Fraser,1976,5.4,,0,0,0,1,0,0,0
15743,Eliza's Horoscope,1975,6.3,,0,0,0,1,0,0,0
15744,Elizabeth,1998,7.6,R,0,0,0,1,0,0,0
15745,Elizabeth of Ladymead,1948,6.2,,0,0,0,1,0,0,0
15746,Elkerlyc,1975,3.4,,0,0,0,0,0,0,0
15747,Ella Enchanted,2004,6.5,PG,0,0,1,0,0,1,0
15748,Elle,1995,5.1,,0,0,0,0,0,0,0
15749,"Elle cause plus, elle flingue",1972,5,,0,0,1,0,0,0,0
15750,Elle voit des nains partout!,1982,5,,0,0,1,0,0,0,0
15751,Elle voulait faire quelque chose,1994,1.2,,0,0,0,0,0,0,1
15752,Ellen's Energy Adventure,1996,7.3,,0,0,0,0,0,0,1
15753,Ellery Queen and the Murder Ring,1941,6,,0,0,0,0,0,0,0
15754,Ellery Queen and the Perfect Crime,1941,5.3,,0,0,0,0,0,0,0
15755,Ellery Queen's Penthouse Mystery,1941,4.7,,0,0,0,0,0,0,0
15756,"Ellery Queen, Master Detective",1940,5.2,,0,0,0,0,0,0,0
15757,Elles,1997,7.3,,0,0,1,1,0,1,0
15758,Elles font tout,1978,5.2,,0,0,1,0,0,0,0
15759,Elles n'oublient jamais,1994,5.5,,0,0,0,0,0,0,0
15760,Ellie,1984,2.5,,0,0,0,0,0,0,0
15761,Ellie Parker,2001,4.6,,0,0,1,0,0,0,1
15762,Elling,2001,7.6,R,0,0,1,1,0,0,0
15763,Elliot Flies,2003,4.9,,0,0,0,1,0,0,1
15764,Ellis Island,1936,6.3,,0,0,0,0,0,0,0
15765,Ellis in Glamourland,2004,5.6,,0,0,1,0,0,0,0
15766,Elly Petersen,1944,6.2,,0,0,0,1,0,0,0
15767,Elmer Elephant,1936,6.5,,0,1,1,0,0,0,1
15768,Elmer Gantry,1960,7.8,,0,0,0,1,0,0,0
15769,Elmer's Candid Camera,1940,5.9,,0,1,1,0,0,0,1
15770,Elmer's Pet Rabbit,1941,6,,0,1,1,0,0,0,1
15771,"Elmer, the Great",1933,6.8,,0,0,1,0,0,0,0
15772,Elokuu,1956,8.5,,0,0,0,1,0,0,0
15773,Elopement,1951,5.9,,0,0,1,0,0,0,0
15774,Elopement on Horseback,1898,3.6,,0,0,0,1,0,0,1
15775,Elsewhere,2001,8.5,,0,0,0,0,1,0,0
15776,Elsker dig for evigt,2002,7.7,R,0,0,0,1,0,0,0
15777,Elsker elsker ikke...,1995,5.4,,0,0,0,1,0,1,0
15778,Elskere,1963,6.1,,0,0,0,1,0,0,0
15779,Elstree Calling,1930,5.9,,0,0,1,0,0,0,0
15780,"Elusive Pimpernel, The",1950,6.6,,0,0,1,1,0,1,0
15781,Elves,1990,2.7,,0,0,0,0,0,0,0
15782,Elvira's Haunted Hills,2001,5.2,PG-13,0,0,1,0,0,0,0
15783,"Elvira, Mistress of the Dark",1988,5.3,,0,0,1,0,0,0,0
15784,Elvis,1997,1.2,,0,0,0,0,0,0,0
15785,Elvis & June: A Love Story,2002,1,,0,0,0,0,1,0,0
15786,Elvis Gratton,1981,6.5,,0,0,1,0,0,0,1
15787,Elvis Gratton 3: Le retour d'Elvis Wong,2004,3.1,,0,0,1,0,0,0,0
15788,Elvis Gratton: Le king des kings,1985,6.6,,0,0,1,0,0,0,0
15789,Elvis In Hollywood,1993,2.5,,0,0,0,0,1,0,0
15790,Elvis Is Alive! I Swear I Saw Him Eating Ding Dongs Outside the Piggly Wiggly's,1998,5.6,,0,0,1,0,0,0,0
15791,Elvis Lives!,1997,3.3,,0,0,1,0,0,0,1
15792,Elvis Meets the Spider-People From Hell,1989,6.2,,0,1,1,0,0,0,1
15793,Elvis On Tour,1972,6,,0,0,0,0,1,0,0
15794,Elvis Stories,1989,6.3,,0,0,1,0,0,0,1
15795,Elvis Took a Bullet,2001,2,,0,0,0,0,0,0,0
15796,Elvis! Elvis!,1976,6.1,,0,0,0,1,0,0,0
15797,"Elvis, Der",1987,2.9,,0,0,0,0,0,0,1
15798,Elvis: That's the Way It Is,1970,7,PG,0,0,0,0,1,0,0
15799,Elvjs e Merilijn,1998,6.4,,0,0,0,0,0,0,0
15800,Elysium,2003,3.3,,1,1,0,0,0,0,0
15801,Em dic Sara,1999,7.3,,0,0,0,0,0,0,0
15802,Emak-Bakia,1926,7.1,,0,0,0,0,0,0,1
15803,Emanuelle e Lolita,1978,6.4,,0,0,0,0,0,0,0
15804,Emanuelle e gli ultimi cannibali,1977,4.9,,0,0,0,0,0,0,0
15805,Emanuelle fuga dall'inferno,1983,5.1,,1,0,0,0,0,0,0
15806,Emanuelle in America,1977,5.1,,0,0,0,1,0,0,0
15807,Emanuelle nera,1975,4.9,,0,0,0,1,0,0,0
15808,Emanuelle nera No. 2,1976,4.2,,0,0,0,0,0,0,0
15809,Emanuelle nera orient reportage,1976,4.6,,0,0,0,1,0,0,0
15810,"Embajador de la India, El",1987,4,,0,0,0,0,0,0,0
15811,"Embalmer, The",1996,1.4,,0,0,0,0,0,0,0
15812,Embassy,1972,4.9,,0,0,0,1,0,0,0
15813,Emberek a havason,1942,8.6,,0,0,0,0,0,0,0
15814,"Embezzler, The",1954,4.8,,0,0,0,0,0,0,0
15815,Embrace of the Vampire,1994,4.2,R,0,0,0,0,0,0,0
15816,Embrace the Darkness,1999,2.8,R,0,0,0,0,0,0,0
15817,Embrasse-moi,1989,7.4,,0,0,0,1,0,0,0
15818,Embrassez qui vous voudrez,2002,7.1,,0,0,1,0,0,0,0
15819,"Embrujo de Shanghai, El",2002,6.4,,0,0,0,1,0,0,0
15820,"Embrujo, Un",1998,7.7,,0,0,0,1,0,1,0
15821,Embryo,1976,4.6,,0,0,0,0,0,0,0
15822,Embun,2002,9.4,,0,0,0,0,0,1,0
15823,Emerald City,1988,5.4,,0,0,0,1,0,0,0
15824,"Emerald Forest, The",1985,6.6,,1,0,0,1,0,0,0
15825,"Emerald Isle, The",1949,3.4,,0,1,0,0,0,0,1
15826,Emergency,1962,4,,0,0,0,1,0,0,0
15827,Emergency Call,1933,6.7,,0,0,0,1,0,0,0
15828,Emergency Call,1952,5.7,,0,0,0,0,0,0,0
15829,"Emigrante, L'",1973,5.2,,0,0,1,0,0,0,0
15830,Emil and the Detectives,1935,7.4,,0,0,0,0,0,0,0
15831,Emil and the Detectives,1964,5.8,,0,0,1,1,0,0,0
15832,Emil och griseknoen,1973,7,,0,0,0,0,0,0,0
15833,Emil und die Detektive,1931,7.9,,0,0,0,1,0,0,0
15834,Emil und die Detektive,1954,6.7,,0,0,0,0,0,0,0
15835,Emil und die Detektive,2001,6.4,,0,0,1,0,0,0,0
15836,Emile,2003,6.1,R,0,0,0,1,0,0,0
15837,Emilie Muller,1993,8.7,,0,0,1,0,0,0,1
15838,Emilienne,1975,4.9,,0,0,0,1,0,0,0
15839,Emily,1976,5.2,,0,0,0,0,0,0,0
15840,Emily's Last Date,1996,9.2,,0,0,0,0,0,0,1
15841,Eminent Domain,1991,5.6,,0,0,0,1,0,0,0
15842,"Emiris kai o kakomiris, O",1964,4.2,,0,0,1,0,0,0,0
15843,"Emissary, The",1989,4,,0,0,0,0,0,0,0
15844,Emitai,1971,7,,0,0,0,0,0,0,0
15845,Emma,1932,6.5,,0,0,1,1,0,0,0
15846,Emma,1996,6.9,PG,0,0,1,0,0,1,0
15847,Emma,1999,6,,0,0,1,0,0,1,1
15848,Emma Mae,1976,7.2,,0,0,0,1,0,0,0
15849,Emma sono io,2002,5.7,,0,0,1,0,0,0,0
15850,Emma's War,1986,4.2,,0,0,0,1,0,0,0
15851,Emmanuel's Gift,2005,6.7,,0,0,0,0,1,0,0
15852,Emmanuelle,1974,4.7,,0,0,0,1,0,0,0
15853,Emmanuelle 2,1975,4.5,,0,0,0,1,0,0,0
15854,Emmanuelle 2: A World of Desire,1994,3.6,,0,0,0,1,0,0,0
15855,Emmanuelle 3: A Lesson In Love,1994,3.6,,0,0,0,0,0,0,0
15856,Emmanuelle 4,1984,3.4,,0,0,0,1,0,0,0
15857,Emmanuelle 4: Concealed Fantasy,1994,3.1,,0,0,0,0,0,0,0
15858,Emmanuelle 5: A Time to Dream,1994,2.8,,0,0,0,0,0,0,0
15859,Emmanuelle 6,1988,2.9,,0,0,0,0,0,0,0
15860,Emmanuelle 6: One Final Fling,1994,3.5,,0,0,0,0,0,1,0
15861,Emmanuelle 7: The Meaning of Love,1994,3.1,,0,0,0,0,0,0,0
15862,Emmanuelle Forever,1993,2.8,,0,0,0,1,0,1,0
15863,Emmanuelle Goes to Cannes,1985,1.5,,0,0,0,0,0,0,0
15864,Emmanuelle V,1987,3.1,,0,0,0,0,0,1,0
15865,Emmanuelle in Soho,1981,3.4,,0,0,0,0,0,0,0
15866,Emmanuelle in Venice,1993,2.3,,0,0,0,1,0,1,0
15867,Emmanuelle's Love,1993,3.1,,0,0,0,1,0,1,0
15868,Emmanuelle's Magic,1992,2.3,,0,0,0,1,0,1,0
15869,Emmanuelle's Perfume,1992,2.4,,0,0,0,1,0,1,0
15870,"Emmerdeur, L'",1973,7.1,,0,0,1,0,0,0,0
15871,"Emmerdeuses, Les",1976,6.4,,1,0,1,0,0,0,0
15872,Emmerich,2000,2.3,,0,0,1,0,0,0,1
15873,Emmett's Mark,2002,6.2,R,0,0,0,1,0,0,0
15874,Emoh Ruo,1985,6.1,,0,0,1,0,0,0,0
15875,Emotional Backgammon,2003,1.2,R,0,0,0,1,0,0,0
15876,"Emperor Jones, The",1933,6.1,,0,0,0,1,0,0,0
15877,"Emperor Waltz, The",1948,6.1,,0,0,1,0,0,1,0
15878,"Emperor of Peru, The",1982,3.5,,0,0,0,0,0,0,0
15879,Emperor of the Bronx,1988,7.9,,0,0,0,0,0,0,0
15880,Emperor of the North Pole,1973,7,,1,0,0,1,0,0,0
15881,"Emperor's Candlesticks, The",1937,6.6,,0,0,0,1,0,1,0
15882,"Emperor's Club, The",2002,6.7,PG-13,0,0,0,1,0,0,0
15883,"Emperor's New Clothes, The",2001,7.1,PG,0,0,1,0,0,0,0
15884,"Emperor's New Groove, The",2000,7.4,,0,1,1,0,0,0,0
15885,"Emperor's Wife, The",2003,5.8,,0,0,0,1,0,1,0
15886,Empire,1964,5.5,,0,0,0,0,1,0,0
15887,Empire,2002,6,R,1,0,0,1,0,0,0
15888,Empire Records,1995,6.2,PG-13,0,0,1,1,0,0,0
15889,Empire State,1987,5.1,,0,0,0,0,0,0,0
15890,"Empire des loups, L'",2005,4.4,,1,0,0,1,0,0,0
15891,Empire of Ash II,1988,3.3,,1,0,0,0,0,0,0
15892,Empire of Ash III,1989,3.4,,1,0,0,0,0,0,0
15893,Empire of the Air: The Men Who Made Radio,1991,8.2,,0,0,0,0,1,0,0
15894,Empire of the Ants,1977,3.1,,0,0,0,0,0,0,0
15895,Empire of the Spiritual Ninja,1987,3.8,,1,0,0,1,0,0,0
15896,Empire of the Sun,1987,7.5,,0,0,0,1,0,0,0
15897,"Emploi du temps, L'",2001,7.2,PG-13,0,0,0,1,0,0,0
15898,Employee of the Month,2004,5.9,R,0,0,1,1,0,0,0
15899,"Employee of the Month, The",2002,8.3,,0,0,0,1,0,0,0
15900,Employees' Entrance,1933,7.2,,0,0,0,1,0,0,0
15901,Emporte-moi,1999,6.8,,0,0,0,1,0,0,0
15902,Empreintes,2004,7.5,,0,1,0,0,0,0,1
15903,Empty,2001,8.5,,0,0,0,1,0,0,1
15904,"Empty Beach, The",1985,4.6,,0,0,0,0,0,0,0
15905,"Empty Bed, An",1990,5.8,,0,0,0,1,0,0,0
15906,"Empty Building, The",2004,9.5,,0,0,0,1,0,0,1
15907,Empty Holsters,1937,5.2,,0,0,0,0,0,0,0
15908,"Empty Mirror, The",1996,4.8,PG-13,0,0,0,1,0,0,0
15909,Empty Places,1999,5.2,,0,0,0,1,0,0,1
15910,Empty Saddles,1936,8.8,,0,0,0,0,0,0,0
15911,Emtehan,2002,7.4,,0,0,0,1,0,0,0
15912,En attendant la cigogne,1997,9.2,,0,0,0,0,1,0,1
15913,En avoir (ou pas),1995,6.9,,0,0,0,1,0,0,0
15914,En brazos de la mujer madura,1997,8.2,,0,0,0,1,0,0,0
15915,En camas separadas,2003,5.9,,0,0,0,0,0,0,1
15916,En cas de malheur,1958,6.6,,0,0,0,1,0,1,0
15917,En compagnie d'Antonin Artaud,1993,6.7,,0,0,0,1,0,0,0
15918,En compagnie de Max Linder,1963,7.2,,0,0,1,0,0,0,0
15919,En dag til i solen,1998,6.5,,0,0,0,1,0,0,0
